Time (UTC),Latitude,Longitude,Altitude (km)
2025-07-16T09:45:05Z,17.76403997660088,-107.28629652805233,-6271.034963449917
2025-07-16T09:55:05Z,-12.301523940432753,-86.57328973528959,-6272.614677197856
2025-07-16T10:05:05Z,-39.83253725622571,-59.897329003419365,-6297.946549981623
2025-07-16T10:15:05Z,-53.2006762936677,-10.007770623619269,nan
2025-07-16T10:25:05Z,-39.05114051101623,39.06826031696897,nan
2025-07-16T10:35:05Z,-11.313447996955011,65.28184675326555,nan
2025-07-16T10:45:05Z,18.738023268464143,86.0473800790287,nan
2025-07-16T10:55:05Z,44.67149196312094,116.4935915374711,nan
2025-07-16T11:05:05Z,52.27011295581335,171.10388877230875,-6319.193869314844
2025-07-16T11:15:05Z,33.330182784281426,-145.72810393870444,-6280.348389653065
2025-07-16T11:25:05Z,4.420573636231202,-122.11716904554902,-6269.438446998699
2025-07-16T11:35:05Z,-25.30942149530962,-100.62634619096113,-6280.951379135843
2025-07-16T11:45:05Z,-48.748014757030155,-65.35869504627739,-6320.65158622332
2025-07-16T11:55:05Z,-49.8585594467961,-8.90561868026348,nan
2025-07-16T12:05:05Z,-27.41304061934369,28.220575567425062,nan
2025-07-16T12:15:05Z,2.153092565653947,50.11882925504136,nan
2025-07-16T12:25:05Z,31.339576331137184,73.06433465190341,nan
2025-07-16T12:35:05Z,51.610274849730835,114.1698503250232,nan
2025-07-16T12:45:05Z,46.13849306646826,169.79023901112342,-6297.608606068389
2025-07-16T12:55:05Z,20.9196719215644,-158.25769530001796,-6273.130987212176
2025-07-16T13:05:05Z,-9.064770064777898,-137.32923913939757,-6272.163796709177
2025-07-16T13:15:05Z,-37.2222464346892,-112.09695756470158,-6294.250996140082
2025-07-16T13:25:05Z,-53.06811561683706,-64.97288662258183,nan
2025-07-16T13:35:05Z,-41.561433122912085,-13.33842147532433,nan
2025-07-16T13:45:05Z,-14.53390330385263,14.48447701515273,nan
2025-07-16T13:55:05Z,15.554785324914453,35.14370686842621,nan
2025-07-16T14:05:05Z,42.38117581157174,63.62990235541679,nan
2025-07-16T14:15:05Z,52.92078038224286,116.2777260489665,-6327.52221269108
2025-07-16T14:25:05Z,36.119961792383044,162.4330256345554,-6283.8827346134685
2025-07-16T14:35:05Z,7.683120819849218,-172.81602357300468,-6270.4347194578995
2025-07-16T14:45:05Z,-22.229365314951657,-151.76389523193956,-6279.256490285257
2025-07-16T14:55:05Z,-46.924935921800866,-118.97279903559297,-6314.232473168615
2025-07-16T15:05:05Z,-51.204153921991754,-63.13750176052213,nan
2025-07-16T15:15:05Z,-30.381025753833622,-23.184431377955182,nan
2025-07-16T15:25:05Z,-1.1198841175582517,-0.5528108237223743,nan
2025-07-16T15:35:05Z,28.39023105196109,21.590888560306492,nan
2025-07-16T15:45:05Z,50.37268589956077,59.79560146948588,nan
2025-07-16T15:55:05Z,48.06550940746645,116.3049518911355,-6302.944403231466
2025-07-16T16:05:05Z,24.028466634225666,150.6544027493179,-6275.513512023833
2025-07-16T16:15:05Z,-5.809651855023228,171.95927896439105,-6272.038520063257
2025-07-16T16:25:05Z,-34.48611794408906,-164.02686036792755,-6291.07178174239
2025-07-16T16:35:05Z,-52.55880204839012,-119.83909040133476,-6352.660261819126
2025-07-16T16:45:05Z,-43.90671643847021,-66.06891973127954,nan
2025-07-16T16:55:05Z,-17.723948335078116,-36.38750020556028,nan
2025-07-16T17:05:05Z,12.339306936077516,-15.678503743856806,nan
2025-07-16T17:15:05Z,39.91595519830335,11.102702819268796,nan
2025-07-16T17:25:05Z,53.19625391831605,61.30953786571999,-6337.654540587381
2025-07-16T17:35:05Z,38.79197077743582,110.3353003496541,-6287.723971691783
2025-07-16T17:45:05Z,10.931170579797607,136.44691691599294,-6271.7257551510675
2025-07-16T17:55:05Z,-19.097647717201827,157.22323711258454,-6277.931646379043
2025-07-16T18:05:05Z,-44.86498617291859,-172.2126649964576,-6308.818910906184
2025-07-16T18:15:05Z,-52.224708916740155,-117.68388719121967,nan
2025-07-16T18:25:05Z,-33.26522449329498,-74.78370638620582,nan
2025-07-16T18:35:05Z,-4.390313535588619,-51.22955673686784,nan
2025-07-16T18:45:05Z,25.366529710547308,-29.70576887585239,nan
2025-07-16T18:55:05Z,48.827889023061466,5.76958555348922,nan
2025-07-16T19:05:05Z,49.733888808792855,62.44103474754654,-6308.761073716516
2025-07-16T19:15:05Z,27.080243636451932,99.42679767603083,-6278.180379650705
2025-07-16T19:25:05Z,-2.5427686316263873,121.27572602550309,-6272.229063928912
2025-07-16T19:35:05Z,-31.643231891418647,144.28079892755522,-6288.360144129312
2025-07-16T19:45:05Z,-51.687852754276804,-174.50111367002512,-6338.274884019737
